# Plate File Name: F:\QuantStudio\2020-07-11 AUTOMATED EXTRACTION PLATE 2.eds
# Description: 
# User Name: JMR
# Last Modified Date/Time: 1969-12-31 07:00:00 PM EST
# Date Created: 2020-07-11 02:44:37 PM EDT
# Barcode: H3K006LC
# Instrument Type: QuantStudio™ 7 System
# Block Type: 384-Well Block
# Instrument Name: 278872955
# Instrument Serial Number: 278872955
# Heated Cover Serial Number: null
# Block Serial Number: null
# Plate Run Start Date/Time: 2020-07-11 03:52:04 PM EDT
# Plate Run End Date/Time: 2020-07-11 05:25:46 PM EDT
# Run Duration: 93 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# PCR Stage / Cycle where Analysis is performed: Stage 2 Step 2
# Pre-read Stage/Step: 
# Post-read Stage/Step: 
# Passive Reference: null
# Quantification Cycle Method: CT

[Target Call]
Well Position,Sample,Target,Cq
J12,Plate_4,RP,Undetermined
J13,Plate_3,N1,Undetermined
J13,Plate_3,N2,Undetermined
J13,Plate_3,RP,Undetermined
J14,Plate_4,N1,Undetermined
J14,Plate_4,N2,Undetermined
J14,Plate_4,RP,Undetermined
J15,Plate_3,N1,Undetermined
J15,Plate_3,N2,Undetermined
J15,Plate_3,RP,Undetermined
J16,Plate_4,N1,Undetermined
J16,Plate_4,N2,Undetermined
J16,Plate_4,RP,Undetermined
J17,Plate_3,N1,Undetermined
J17,Plate_3,N2,Undetermined
J17,Plate_3,RP,Undetermined
J18,Plate_4,N1,Undetermined
J18,Plate_4,N2,Undetermined
J18,Plate_4,RP,Undetermined
J19,Plate_3,N1,Undetermined
J19,Plate_3,N2,Undetermined
J19,Plate_3,RP,Undetermined
J20,Plate_4,N1,Undetermined
J20,Plate_4,N2,Undetermined
J20,Plate_4,RP,Undetermined
J21,Plate_3,N1,Undetermined
J21,Plate_3,N2,Undetermined
J21,Plate_3,RP,Undetermined
J22,Plate_4,N1,Undetermined
J22,Plate_4,N2,Undetermined
J22,Plate_4,RP,Undetermined
J23,Plate_3,N1,Undetermined
J23,Plate_3,N2,Undetermined
J23,Plate_3,RP,Undetermined
J24,Plate_4,N1,Undetermined
J24,Plate_4,N2,Undetermined
J24,Plate_4,RP,Undetermined
K1,Plate_1,N1,37.481658800679284
K1,Plate_1,N2,34.871493356643896
K1,Plate_1,RP,33.2674123699542
K2,Plate_2,N1,Undetermined
K2,Plate_2,N2,Undetermined
K2,Plate_2,RP,Undetermined
K3,Plate_1,N1,Undetermined
K3,Plate_1,N2,Undetermined
K3,Plate_1,RP,Undetermined
K4,Plate_2,N1,Undetermined
K4,Plate_2,N2,Undetermined
K4,Plate_2,RP,Undetermined
K5,Plate_1,N1,Undetermined
K5,Plate_1,N2,Undetermined
K5,Plate_1,RP,Undetermined
K6,Plate_2,N1,Undetermined
K6,Plate_2,N2,Undetermined
K6,Plate_2,RP,Undetermined
K7,Plate_1,N1,Undetermined
K7,Plate_1,N2,Undetermined
K7,Plate_1,RP,Undetermined
K8,Plate_2,N1,Undetermined
K8,Plate_2,N2,Undetermined
K8,Plate_2,RP,Undetermined
K9,Plate_1,N1,Undetermined
K9,Plate_1,N2,Undetermined
K9,Plate_1,RP,Undetermined
K10,Plate_2,N1,Undetermined
K10,Plate_2,N2,Undetermined
K10,Plate_2,RP,Undetermined
K11,Plate_1,N1,Undetermined
K11,Plate_1,N2,Undetermined
K11,Plate_1,RP,Undetermined
K12,Plate_2,N1,Undetermined
K12,Plate_2,N2,Undetermined
K12,Plate_2,RP,Undetermined
K13,Plate_1,N1,Undetermined
K13,Plate_1,N2,Undetermined
K13,Plate_1,RP,Undetermined
K14,Plate_2,N1,Undetermined
K14,Plate_2,N2,Undetermined
K14,Plate_2,RP,Undetermined
K15,Plate_1,N1,Undetermined
K15,Plate_1,N2,Undetermined
K15,Plate_1,RP,Undetermined
K16,Plate_2,N1,Undetermined
K16,Plate_2,N2,Undetermined
K16,Plate_2,RP,Undetermined
K17,Plate_1,N1,Undetermined
K17,Plate_1,N2,Undetermined
K17,Plate_1,RP,Undetermined
K18,Plate_2,N1,Undetermined
K18,Plate_2,N2,Undetermined
K18,Plate_2,RP,Undetermined
K19,Plate_1,N1,Undetermined
K19,Plate_1,N2,Undetermined
K19,Plate_1,RP,Undetermined
K20,Plate_2,N1,Undetermined
K20,Plate_2,N2,Undetermined
K20,Plate_2,RP,Undetermined
K21,Plate_1,N1,Undetermined
K21,Plate_1,N2,Undetermined
K21,Plate_1,RP,Undetermined
K22,Plate_2,N1,Undetermined
K22,Plate_2,N2,Undetermined
K22,Plate_2,RP,Undetermined
K23,Plate_1,N1,Undetermined
K23,Plate_1,N2,Undetermined
K23,Plate_1,RP,Undetermined
K24,Plate_2,N1,Undetermined
K24,Plate_2,N2,Undetermined
K24,Plate_2,RP,Undetermined
L1,Plate_3,N1,Undetermined
L1,Plate_3,N2,Undetermined
L1,Plate_3,RP,Undetermined
L2,Plate_4,N1,Undetermined
L2,Plate_4,N2,Undetermined
L2,Plate_4,RP,Undetermined
L3,Plate_3,N1,Undetermined
L3,Plate_3,N2,Undetermined
L3,Plate_3,RP,Undetermined
L4,Plate_4,N1,Undetermined
L4,Plate_4,N2,Undetermined
L4,Plate_4,RP,Undetermined
L5,Plate_3,N1,Undetermined
L5,Plate_3,N2,Undetermined
L5,Plate_3,RP,Undetermined
L6,Plate_4,N1,Undetermined
L6,Plate_4,N2,Undetermined
L6,Plate_4,RP,Undetermined
L7,Plate_3,N1,Undetermined
L7,Plate_3,N2,Undetermined
L7,Plate_3,RP,Undetermined
L8,Plate_4,N1,Undetermined
L8,Plate_4,N2,Undetermined
L8,Plate_4,RP,Undetermined
L9,Plate_3,N1,Undetermined
L9,Plate_3,N2,Undetermined
L9,Plate_3,RP,Undetermined
L10,Plate_4,N1,Undetermined
L10,Plate_4,N2,Undetermined
L10,Plate_4,RP,Undetermined
L11,Plate_3,N1,Undetermined
L11,Plate_3,N2,Undetermined
L11,Plate_3,RP,Undetermined
L12,Plate_4,N1,Undetermined
L12,Plate_4,N2,Undetermined
L12,Plate_4,RP,Undetermined
L13,Plate_3,N1,Undetermined
L13,Plate_3,N2,Undetermined
L13,Plate_3,RP,Undetermined
L14,Plate_4,N1,Undetermined
L14,Plate_4,N2,Undetermined
L14,Plate_4,RP,Undetermined
L15,Plate_3,N1,Undetermined
L15,Plate_3,N2,Undetermined
L15,Plate_3,RP,Undetermined
L16,Plate_4,N1,Undetermined
L16,Plate_4,N2,Undetermined
L16,Plate_4,RP,Undetermined
L17,Plate_3,N1,Undetermined
L17,Plate_3,N2,Undetermined
L17,Plate_3,RP,Undetermined
L18,Plate_4,N1,Undetermined
L18,Plate_4,N2,Undetermined
L18,Plate_4,RP,Undetermined
L19,Plate_3,N1,Undetermined
L19,Plate_3,N2,Undetermined
L19,Plate_3,RP,Undetermined
L20,Plate_4,N1,Undetermined
L20,Plate_4,N2,Undetermined
L20,Plate_4,RP,Undetermined
L21,Plate_3,N1,Undetermined
L21,Plate_3,N2,Undetermined
L21,Plate_3,RP,Undetermined
L22,Plate_4,N1,Undetermined
L22,Plate_4,N2,Undetermined
L22,Plate_4,RP,Undetermined
L23,Plate_3,N1,Undetermined
L23,Plate_3,N2,Undetermined
L23,Plate_3,RP,Undetermined
L24,Plate_4,N1,Undetermined
L24,Plate_4,N2,Undetermined
L24,Plate_4,RP,Undetermined
M1,Plate_1,N1,Undetermined
M1,Plate_1,N2,Undetermined
M1,Plate_1,RP,33.42639756388988
M2,Plate_2,N1,Undetermined
M2,Plate_2,N2,Undetermined
M2,Plate_2,RP,Undetermined
M3,Plate_1,N1,Undetermined
M3,Plate_1,N2,Undetermined
M3,Plate_1,RP,Undetermined
M4,Plate_2,N1,Undetermined
M4,Plate_2,N2,Undetermined
M4,Plate_2,RP,Undetermined
M5,Plate_1,N1,Undetermined
M5,Plate_1,N2,Undetermined
M5,Plate_1,RP,Undetermined
M6,Plate_2,N1,Undetermined
M6,Plate_2,N2,Undetermined
M6,Plate_2,RP,Undetermined
M7,Plate_1,N1,Undetermined
M7,Plate_1,N2,Undetermined
M7,Plate_1,RP,Undetermined
M8,Plate_2,N1,Undetermined
M8,Plate_2,N2,Undetermined
M8,Plate_2,RP,Undetermined
M9,Plate_1,N1,Undetermined
M9,Plate_1,N2,Undetermined
M9,Plate_1,RP,Undetermined
M10,Plate_2,N1,Undetermined
M10,Plate_2,N2,Undetermined
M10,Plate_2,RP,Undetermined
M11,Plate_1,N1,Undetermined
M11,Plate_1,N2,Undetermined
M11,Plate_1,RP,Undetermined
M12,Plate_2,N1,Undetermined
M12,Plate_2,N2,Undetermined
M12,Plate_2,RP,Undetermined
M13,Plate_1,N1,Undetermined
M13,Plate_1,N2,Undetermined
M13,Plate_1,RP,Undetermined
M14,Plate_2,N1,Undetermined
M14,Plate_2,N2,Undetermined
M14,Plate_2,RP,Undetermined
M15,Plate_1,N1,Undetermined
M15,Plate_1,N2,Undetermined
M15,Plate_1,RP,Undetermined
M16,Plate_2,N1,Undetermined
M16,Plate_2,N2,Undetermined
M16,Plate_2,RP,Undetermined
M17,Plate_1,N1,Undetermined
M17,Plate_1,N2,Undetermined
M17,Plate_1,RP,Undetermined
M18,Plate_2,N1,Undetermined
M18,Plate_2,N2,Undetermined
M18,Plate_2,RP,Undetermined
M19,Plate_1,N1,Undetermined
M19,Plate_1,N2,Undetermined
M19,Plate_1,RP,Undetermined
M20,Plate_2,N1,Undetermined
M20,Plate_2,N2,Undetermined
M20,Plate_2,RP,Undetermined
M21,Plate_1,N1,Undetermined
M21,Plate_1,N2,Undetermined
M21,Plate_1,RP,Undetermined
M22,Plate_2,N1,Undetermined
M22,Plate_2,N2,Undetermined
M22,Plate_2,RP,Undetermined
M23,Plate_1,N1,Undetermined
M23,Plate_1,N2,Undetermined
M23,Plate_1,RP,Undetermined
M24,Plate_2,N1,Undetermined
M24,Plate_2,N2,Undetermined
M24,Plate_2,RP,Undetermined
N1,Plate_3,N1,Undetermined
N1,Plate_3,N2,Undetermined
N1,Plate_3,RP,Undetermined
N2,Plate_4,N1,Undetermined
N2,Plate_4,N2,Undetermined
N2,Plate_4,RP,Undetermined
N3,Plate_3,N1,Undetermined
N3,Plate_3,N2,Undetermined
N3,Plate_3,RP,Undetermined
N4,Plate_4,N1,Undetermined
N4,Plate_4,N2,Undetermined
N4,Plate_4,RP,Undetermined
N5,Plate_3,N1,Undetermined
N5,Plate_3,N2,Undetermined
N5,Plate_3,RP,Undetermined
N6,Plate_4,N1,Undetermined
N6,Plate_4,N2,Undetermined
N6,Plate_4,RP,Undetermined
N7,Plate_3,N1,Undetermined
N7,Plate_3,N2,Undetermined
N7,Plate_3,RP,Undetermined
N8,Plate_4,N1,Undetermined
N8,Plate_4,N2,Undetermined
N8,Plate_4,RP,Undetermined
N9,Plate_3,N1,Undetermined
N9,Plate_3,N2,Undetermined
N9,Plate_3,RP,Undetermined
N10,Plate_4,N1,Undetermined
N10,Plate_4,N2,Undetermined
N10,Plate_4,RP,Undetermined
N11,Plate_3,N1,Undetermined
N11,Plate_3,N2,Undetermined
N11,Plate_3,RP,Undetermined
N12,Plate_4,N1,Undetermined
N12,Plate_4,N2,Undetermined
N12,Plate_4,RP,Undetermined
N13,Plate_3,N1,Undetermined
N13,Plate_3,N2,Undetermined
N13,Plate_3,RP,Undetermined
N14,Plate_4,N1,Undetermined
N14,Plate_4,N2,Undetermined
N14,Plate_4,RP,Undetermined
N15,Plate_3,N1,Undetermined
N15,Plate_3,N2,Undetermined
N15,Plate_3,RP,Undetermined
N16,Plate_4,N1,Undetermined
N16,Plate_4,N2,Undetermined
N16,Plate_4,RP,Undetermined
N17,Plate_3,N1,Undetermined
N17,Plate_3,N2,Undetermined
N17,Plate_3,RP,Undetermined
N18,Plate_4,N1,Undetermined
N18,Plate_4,N2,Undetermined
N18,Plate_4,RP,Undetermined
N19,Plate_3,N1,Undetermined
N19,Plate_3,N2,Undetermined
N19,Plate_3,RP,Undetermined
N20,Plate_4,N1,Undetermined
N20,Plate_4,N2,Undetermined
N20,Plate_4,RP,Undetermined
N21,Plate_3,N1,Undetermined
N21,Plate_3,N2,Undetermined
N21,Plate_3,RP,Undetermined
N22,Plate_4,N1,Undetermined
N22,Plate_4,N2,Undetermined
N22,Plate_4,RP,Undetermined
N23,Plate_3,N1,Undetermined
N23,Plate_3,N2,Undetermined
N23,Plate_3,RP,Undetermined
N24,Plate_4,N1,Undetermined
N24,Plate_4,N2,Undetermined
N24,Plate_4,RP,Undetermined
O1,Plate_1,N1,37.531568688726836
O1,Plate_1,N2,38.101520845015884
O1,Plate_1,RP,33.003276601736346
O2,Plate_2,N1,Undetermined
O2,Plate_2,N2,Undetermined
O2,Plate_2,RP,Undetermined
O3,Plate_1,N1,Undetermined
O3,Plate_1,N2,Undetermined
O3,Plate_1,RP,Undetermined
O4,Plate_2,N1,Undetermined
O4,Plate_2,N2,Undetermined
O4,Plate_2,RP,Undetermined
O5,Plate_1,N1,Undetermined
O5,Plate_1,N2,Undetermined
O5,Plate_1,RP,Undetermined
O6,Plate_2,N1,Undetermined
O6,Plate_2,N2,Undetermined
O6,Plate_2,RP,Undetermined
O7,Plate_1,N1,Undetermined
O7,Plate_1,N2,Undetermined
O7,Plate_1,RP,Undetermined
O8,Plate_2,N1,Undetermined
O8,Plate_2,N2,Undetermined
O8,Plate_2,RP,Undetermined
O9,Plate_1,N1,Undetermined
O9,Plate_1,N2,Undetermined
O9,Plate_1,RP,Undetermined
O10,Plate_2,N1,Undetermined
O10,Plate_2,N2,Undetermined
O10,Plate_2,RP,Undetermined
O11,Plate_1,N1,Undetermined
O11,Plate_1,N2,Undetermined
O11,Plate_1,RP,Undetermined
O12,Plate_2,N1,Undetermined
O12,Plate_2,N2,Undetermined
O12,Plate_2,RP,Undetermined
O13,Plate_1,N1,Undetermined
O13,Plate_1,N2,Undetermined
O13,Plate_1,RP,Undetermined
O14,Plate_2,N1,Undetermined
O14,Plate_2,N2,Undetermined
O14,Plate_2,RP,Undetermined
O15,Plate_1,N1,Undetermined
O15,Plate_1,N2,Undetermined
O15,Plate_1,RP,Undetermined
O16,Plate_2,N1,Undetermined
O16,Plate_2,N2,Undetermined
O16,Plate_2,RP,Undetermined
O17,Plate_1,N1,Undetermined
O17,Plate_1,N2,Undetermined
O17,Plate_1,RP,Undetermined
O18,Plate_2,N1,Undetermined
O18,Plate_2,N2,Undetermined
O18,Plate_2,RP,Undetermined
O19,Plate_1,N1,Undetermined
O19,Plate_1,N2,Undetermined
O19,Plate_1,RP,Undetermined
O20,Plate_2,N1,Undetermined
O20,Plate_2,N2,Undetermined
O20,Plate_2,RP,Undetermined
O21,Plate_1,N1,Undetermined
O21,Plate_1,N2,Undetermined
O21,Plate_1,RP,Undetermined
O22,Plate_2,N1,Undetermined
O22,Plate_2,N2,Undetermined
O22,Plate_2,RP,Undetermined
O23,Plate_1,N1,Undetermined
O23,Plate_1,N2,Undetermined
O23,Plate_1,RP,Undetermined
O24,Plate_2,N1,Undetermined
O24,Plate_2,N2,Undetermined
O24,Plate_2,RP,Undetermined
P1,Plate_3,N1,Undetermined
P1,Plate_3,N2,Undetermined
P1,Plate_3,RP,Undetermined
P2,Plate_4,N1,Undetermined
P2,Plate_4,N2,Undetermined
P2,Plate_4,RP,Undetermined
P3,Plate_3,N1,Undetermined
P3,Plate_3,N2,Undetermined
P3,Plate_3,RP,Undetermined
P4,Plate_4,N1,Undetermined
P4,Plate_4,N2,Undetermined
P4,Plate_4,RP,Undetermined
P5,Plate_3,N1,Undetermined
P5,Plate_3,N2,Undetermined
P5,Plate_3,RP,Undetermined
P6,Plate_4,N1,Undetermined
P6,Plate_4,N2,Undetermined
P6,Plate_4,RP,Undetermined
P7,Plate_3,N1,Undetermined
P7,Plate_3,N2,Undetermined
P7,Plate_3,RP,Undetermined
P8,Plate_4,N1,Undetermined
P8,Plate_4,N2,Undetermined
P8,Plate_4,RP,Undetermined
P9,Plate_3,N1,Undetermined
P9,Plate_3,N2,Undetermined
P9,Plate_3,RP,Undetermined
P10,Plate_4,N1,Undetermined
P10,Plate_4,N2,Undetermined
P10,Plate_4,RP,Undetermined
P11,Plate_3,N1,Undetermined
P11,Plate_3,N2,Undetermined
P11,Plate_3,RP,Undetermined
P12,Plate_4,N1,Undetermined
P12,Plate_4,N2,Undetermined
P12,Plate_4,RP,Undetermined
P13,Plate_3,N1,Undetermined
P13,Plate_3,N2,Undetermined
P13,Plate_3,RP,Undetermined
P14,Plate_4,N1,Undetermined
P14,Plate_4,N2,Undetermined
P14,Plate_4,RP,Undetermined
P15,Plate_3,N1,Undetermined
P15,Plate_3,N2,Undetermined
P15,Plate_3,RP,Undetermined
P16,Plate_4,N1,Undetermined
P16,Plate_4,N2,Undetermined
P16,Plate_4,RP,Undetermined
P17,Plate_3,N1,Undetermined
P17,Plate_3,N2,Undetermined
P17,Plate_3,RP,Undetermined
P18,Plate_4,N1,Undetermined
P18,Plate_4,N2,Undetermined
P18,Plate_4,RP,Undetermined
P19,Plate_3,N1,Undetermined
P19,Plate_3,N2,Undetermined
P19,Plate_3,RP,Undetermined
P20,Plate_4,N1,Undetermined
P20,Plate_4,N2,Undetermined
P20,Plate_4,RP,Undetermined
P21,Plate_3,N1,Undetermined
P21,Plate_3,N2,Undetermined
P21,Plate_3,RP,Undetermined
P22,Plate_4,N1,Undetermined
P22,Plate_4,N2,Undetermined
P22,Plate_4,RP,Undetermined
P23,Plate_3,N1,Undetermined
P23,Plate_3,N2,Undetermined
P23,Plate_3,RP,Undetermined
P24,Plate_4,N1,Undetermined
P24,Plate_4,N2,Undetermined
P24,Plate_4,RP,Undetermined
